"","index","rune","color","word_length","word","gemetria_sequence","img","dots","end_of_page","punct","total_word_count","word_rune_position","total_line_count","end_of_line","rune_by_page","word_gemetria_value","sections","word_by_page","total_rune_position","unused","line_by_page","rune_as_prime","index_of_next_instance","gap_to_next_instance","space_to_next_instance","rune_count_by_sect","word_by_sect"
"189",189,"ae","black","6","f,l,w,eo,t,ae",25,"no",NA,0,NA,42,6,9,NA,189,295,1,42,189,0,9,101,229,40,39,189,42
"190",190,"f","black","3","f,g,n",0,"no",NA,0,NA,43,1,9,NA,190,48,1,43,190,0,9,2,199,9,8,190,43
"191",191,"g","black","3","f,g,n",6,"no",NA,0,NA,43,2,9,NA,191,48,1,43,191,0,9,17,221,30,29,191,43
"192",192,"n","black","3","f,g,n",9,"no",NA,0,NA,43,3,9,NA,192,48,1,43,192,0,9,29,196,4,3,192,43
"193",193,"m","black","4","m,eo,l,n",19,"no",NA,0,NA,44,1,9,NA,193,214,1,44,193,0,9,71,198,5,4,193,44
"194",194,"eo","black","4","m,eo,l,n",12,"no",NA,0,NA,44,2,9,NA,194,214,1,44,194,0,9,41,209,15,14,194,44
"195",195,"l","black","4","m,eo,l,n",20,"no",NA,0,NA,44,3,9,NA,195,214,1,44,195,0,9,73,224,29,28,195,44
"196",196,"n","black","4","m,eo,l,n",9,"no",NA,0,NA,44,4,9,1,196,214,1,44,196,0,9,29,227,31,30,196,44
"197",197,"ing","black","5","ing,m,f,r,ia",21,"no",NA,0,NA,45,1,10,NA,197,270,1,45,197,0,10,79,206,9,8,197,45
"198",198,"m","black","5","ing,m,f,r,ia",19,"no",NA,0,NA,45,2,10,NA,198,270,1,45,198,0,10,71,205,7,6,198,45
"199",199,"f","black","5","ing,m,f,r,ia",0,"no",NA,0,NA,45,3,10,NA,199,270,1,45,199,0,10,2,246,47,46,199,45
"200",200,"r","black","5","ing,m,f,r,ia",4,"no",NA,0,NA,45,4,10,NA,200,270,1,45,200,0,10,11,226,26,25,200,45
"201",201,"ia","black","5","ing,m,f,r,ia",27,"no",NA,0,NA,45,5,10,NA,201,270,1,45,201,0,10,107,275,74,73,201,45
"202",202,"a","black","2","a,s",24,"no",NA,0,NA,46,1,10,NA,202,150,1,46,202,0,10,97,259,57,56,202,46
"203",203,"s","black","2","a,s",15,"no",NA,0,NA,46,2,10,NA,203,150,1,46,203,0,10,53,230,27,26,203,46
"204",204,"ea","black","8","ea,m,ing,x,x,eo,d,b",28,"no",NA,0,NA,47,1,10,NA,204,544,1,47,204,0,10,109,216,12,11,204,47
"205",205,"m","black","8","ea,m,ing,x,x,eo,d,b",19,"no",NA,0,NA,47,2,10,NA,205,544,1,47,205,0,10,71,214,9,8,205,47
"206",206,"ing","black","8","ea,m,ing,x,x,eo,d,b",21,"no",NA,0,NA,47,3,10,NA,206,544,1,47,206,0,10,79,220,14,13,206,47
"207",207,"x","black","8","ea,m,ing,x,x,eo,d,b",14,"no",NA,0,NA,47,4,10,NA,207,544,1,47,207,0,10,47,208,1,0,207,47
"208",208,"x","black","8","ea,m,ing,x,x,eo,d,b",14,"no",NA,0,NA,47,5,10,NA,208,544,1,47,208,0,10,47,295,87,86,208,47
"209",209,"eo","black","8","ea,m,ing,x,x,eo,d,b",12,"no",NA,0,NA,47,6,10,NA,209,544,1,47,209,0,10,41,217,8,7,209,47
"210",210,"d","black","8","ea,m,ing,x,x,eo,d,b",23,"no",NA,0,NA,47,7,10,NA,210,544,1,47,210,0,10,89,213,3,2,210,47
"211",211,"b","black","8","ea,m,ing,x,x,eo,d,b",17,"no",NA,0,NA,47,8,10,NA,211,544,1,47,211,0,10,61,289,78,77,211,47
"212",212,"oe","black","4","oe,d,m,o",22,"no",NA,0,NA,48,1,10,NA,212,250,1,48,212,0,10,83,222,10,9,212,48
"213",213,"d","black","4","oe,d,m,o",23,"no",NA,0,NA,48,2,10,NA,213,250,1,48,213,0,10,89,219,6,5,213,48
"214",214,"m","black","4","oe,d,m,o",19,"no",NA,0,NA,48,3,10,NA,214,250,1,48,214,0,10,71,255,41,40,214,48
"215",215,"o","black","4","oe,d,m,o",3,"no",NA,0,NA,48,4,10,NA,215,250,1,48,215,0,10,7,247,32,31,215,48
"216",216,"ea","black","3","ea,eo,h",28,"no",NA,0,NA,49,1,10,1,216,173,1,49,216,0,10,109,250,34,33,216,49
"217",217,"eo","black","3","ea,eo,h",12,"no",NA,0,NA,49,2,11,NA,217,173,1,49,217,0,11,41,362,145,144,217,49
"218",218,"h","black","3","ea,eo,h",8,"no",NA,0,NA,49,3,11,NA,218,173,1,49,218,0,11,23,233,15,14,218,49
"219",219,"d","black","3","d,ing,g",23,"no",NA,0,NA,50,1,11,NA,219,185,1,50,219,0,11,89,258,39,38,219,50
"220",220,"ing","black","3","d,ing,g",21,"no",NA,0,NA,50,2,11,NA,220,185,1,50,220,0,11,79,223,3,2,220,50
"221",221,"g","black","3","d,ing,g",6,"no",NA,0,NA,50,3,11,NA,221,185,1,50,221,0,11,17,311,90,89,221,50
"222",222,"oe","black","7","oe,ing,l,u,r,n,t",22,"no",NA,0,NA,51,1,11,NA,222,337,1,51,222,0,11,83,239,17,16,222,51
"223",223,"ing","black","7","oe,ing,l,u,r,n,t",21,"no",NA,0,NA,51,2,11,NA,223,337,1,51,223,0,11,79,242,19,18,223,51
"224",224,"l","black","7","oe,ing,l,u,r,n,t",20,"no",NA,0,NA,51,3,11,NA,224,337,1,51,224,0,11,73,252,28,27,224,51
"225",225,"u","black","7","oe,ing,l,u,r,n,t",1,"no",NA,0,NA,51,4,11,NA,225,337,1,51,225,0,11,3,232,7,6,225,51
"226",226,"r","black","7","oe,ing,l,u,r,n,t",4,"no",NA,0,NA,51,5,11,NA,226,337,1,51,226,0,11,11,234,8,7,226,51
"227",227,"n","black","7","oe,ing,l,u,r,n,t",9,"no",NA,0,NA,51,6,11,NA,227,337,1,51,227,0,11,29,267,40,39,227,51
"228",228,"t","black","7","oe,ing,l,u,r,n,t",16,"no",NA,0,NA,51,7,11,NA,228,337,1,51,228,0,11,59,235,7,6,228,51
"229",229,"ae","black","7","ae,s,y,u,h,r,t",25,"no",NA,0,NA,52,1,11,NA,229,353,1,52,229,0,11,101,254,25,24,229,52
"230",230,"s","black","7","ae,s,y,u,h,r,t",15,"no",NA,0,NA,52,2,11,NA,230,353,1,52,230,0,11,53,238,8,7,230,52
"231",231,"y","black","7","ae,s,y,u,h,r,t",26,"no",NA,0,NA,52,3,11,NA,231,353,1,52,231,0,11,103,294,63,62,231,52
"232",232,"u","black","7","ae,s,y,u,h,r,t",1,"no",NA,0,NA,52,4,11,NA,232,353,1,52,232,0,11,3,243,11,10,232,52
"233",233,"h","black","7","ae,s,y,u,h,r,t",8,"no",NA,0,NA,52,5,11,NA,233,353,1,52,233,0,11,23,236,3,2,233,52
"234",234,"r","black","7","ae,s,y,u,h,r,t",4,"no",NA,0,NA,52,6,11,NA,234,353,1,52,234,0,11,11,244,10,9,234,52
"235",235,"t","black","7","ae,s,y,u,h,r,t",16,"no",NA,0,NA,52,7,11,NA,235,353,1,52,235,0,11,59,240,5,4,235,52
"236",236,"h","black","2","h,c",8,"no",NA,0,NA,53,1,11,NA,236,36,1,53,236,0,11,23,309,73,72,236,53
"237",237,"c","black","2","h,c",5,"no",NA,0,NA,53,2,11,NA,237,36,1,53,237,0,11,13,284,47,46,237,53
"238",238,"s","black","7","s,oe,t,oe,ing,u,r",15,"no",NA,0,NA,54,1,11,NA,238,371,1,54,238,0,11,53,245,7,6,238,54
"239",239,"oe","black","7","s,oe,t,oe,ing,u,r",22,"no",NA,0,NA,54,2,11,1,239,371,1,54,239,0,11,83,241,2,1,239,54
"240",240,"t","black","7","s,oe,t,oe,ing,u,r",16,"no",NA,0,NA,54,3,12,NA,240,371,1,54,240,0,12,59,283,43,42,240,54
"241",241,"oe","black","7","s,oe,t,oe,ing,u,r",22,"no",NA,0,NA,54,4,12,NA,241,371,1,54,241,0,12,83,251,10,9,241,54
"242",242,"ing","black","7","s,oe,t,oe,ing,u,r",21,"no",NA,0,NA,54,5,12,NA,242,371,1,54,242,0,12,79,257,15,14,242,54
"243",243,"u","black","7","s,oe,t,oe,ing,u,r",1,"no",NA,0,NA,54,6,12,NA,243,371,1,54,243,0,12,3,271,28,27,243,54
"244",244,"r","black","7","s,oe,t,oe,ing,u,r",4,"no",NA,0,NA,54,7,12,NA,244,371,1,54,244,0,12,11,256,12,11,244,54
"245",245,"s","black","1","s",15,"no",NA,0,NA,55,1,12,NA,245,53,1,55,245,0,12,53,266,21,20,245,55
"246",246,"f","black","9","f,o,e,w,ea,oe,l,f,ae",0,"no",NA,0,NA,56,1,12,NA,246,463,1,56,246,0,12,2,253,7,6,246,56
"247",247,"o","black","9","f,o,e,w,ea,oe,l,f,ae",3,"no",NA,0,NA,56,2,12,NA,247,463,1,56,247,0,12,7,290,43,42,247,56
"248",248,"e","black","9","f,o,e,w,ea,oe,l,f,ae",18,"no",NA,0,NA,56,3,12,NA,248,463,1,56,248,0,12,67,369,121,120,248,56
"249",249,"w","black","9","f,o,e,w,ea,oe,l,f,ae",7,"no",NA,0,NA,56,4,12,NA,249,463,1,56,249,0,12,19,262,13,12,249,56
"250",250,"ea","black","9","f,o,e,w,ea,oe,l,f,ae",28,"no",NA,0,NA,56,5,12,NA,250,463,1,56,250,0,12,109,304,54,53,250,56
"251",251,"oe","black","9","f,o,e,w,ea,oe,l,f,ae",22,"no",NA,0,NA,56,6,12,NA,251,463,1,56,251,0,12,83,269,18,17,251,56
"252",252,"l","black","9","f,o,e,w,ea,oe,l,f,ae",20,"no",NA,0,NA,56,7,12,NA,252,463,1,56,252,0,12,73,274,22,21,252,56
"253",253,"f","black","9","f,o,e,w,ea,oe,l,f,ae",0,"no",NA,0,NA,56,8,12,NA,253,463,1,56,253,0,12,2,293,40,39,253,56
"254",254,"ae","black","9","f,o,e,w,ea,oe,l,f,ae",25,"no",NA,0,NA,56,9,12,NA,254,463,1,56,254,0,12,101,278,24,23,254,56
"255",255,"m","black","3","m,r,ing",19,"no",NA,0,NA,57,1,12,NA,255,161,1,57,255,0,12,71,260,5,4,255,57
"256",256,"r","black","3","m,r,ing",4,"no",NA,0,NA,57,2,12,NA,256,161,1,57,256,0,12,11,261,5,4,256,57
"257",257,"ing","black","3","m,r,ing",21,"no",NA,0,NA,57,3,12,NA,257,161,1,57,257,0,12,79,279,22,21,257,57
"258",258,"d","black","4","d,a,m,r",23,"no",NA,0,NA,58,1,12,NA,258,268,1,58,258,0,12,89,281,23,22,258,58
"259",259,"a","black","4","d,a,m,r",24,"no",NA,0,NA,58,2,12,NA,259,268,1,58,259,0,12,97,263,4,3,259,58
"260",260,"m","black","4","d,a,m,r",19,"no",NA,0,NA,58,3,12,NA,260,268,1,58,260,0,12,71,265,5,4,260,58
"261",261,"r","black","4","d,a,m,r",4,"no",NA,0,NA,58,4,12,NA,261,268,1,58,261,0,12,11,270,9,8,261,58
"262",262,"w","black","6","w,a,i,m,s,n",7,"yes",NA,0,NA,59,1,12,1,262,300,1,59,262,0,12,19,272,10,9,262,59
"263",263,"a","black","6","w,a,i,m,s,n",24,"no",NA,1,NA,59,2,13,NA,1,300,1,0,263,0,1,97,277,14,13,263,59
"264",264,"i","black","6","w,a,i,m,s,n",10,"no",NA,1,NA,59,3,13,NA,2,300,1,0,264,0,1,31,296,32,31,264,59
"265",265,"m","black","6","w,a,i,m,s,n",19,"no",NA,1,NA,59,4,13,NA,3,300,1,0,265,0,1,71,308,43,42,265,59
"266",266,"s","black","6","w,a,i,m,s,n",15,"no",NA,1,NA,59,5,13,NA,4,300,1,0,266,0,1,53,268,2,1,266,59
"267",267,"n","black","6","w,a,i,m,s,n",9,"no",NA,1,NA,59,6,13,NA,5,300,1,0,267,0,1,29,316,49,48,267,59
"268",268,"s","black","8","s,oe,r,u,w,s,l,ia",15,"no",NA,1,NA,60,1,13,NA,6,402,1,1,268,0,1,53,273,5,4,268,60
"269",269,"oe","black","8","s,oe,r,u,w,s,l,ia",22,"no",NA,1,NA,60,2,13,NA,7,402,1,1,269,0,1,83,276,7,6,269,60
"270",270,"r","black","8","s,oe,r,u,w,s,l,ia",4,"no",NA,1,NA,60,3,13,NA,8,402,1,1,270,0,1,11,285,15,14,270,60
"271",271,"u","black","8","s,oe,r,u,w,s,l,ia",1,"no",NA,1,NA,60,4,13,NA,9,402,1,1,271,0,1,3,354,83,82,271,60
"272",272,"w","black","8","s,oe,r,u,w,s,l,ia",7,"no",NA,1,NA,60,5,13,NA,10,402,1,1,272,0,1,19,338,66,65,272,60
"273",273,"s","black","8","s,oe,r,u,w,s,l,ia",15,"no",NA,1,NA,60,6,13,NA,11,402,1,1,273,0,1,53,280,7,6,273,60
"274",274,"l","black","8","s,oe,r,u,w,s,l,ia",20,"no",NA,1,NA,60,7,13,NA,12,402,1,1,274,0,1,73,301,27,26,274,60
"275",275,"ia","black","8","s,oe,r,u,w,s,l,ia",27,"no",4,1,NA,60,8,13,NA,13,402,1,1,275,0,1,107,287,12,11,275,60
"276",276,"oe","black","8","oe,a,ae,ing,s,d,p,t",22,"no",NA,1,NA,61,1,13,NA,14,604,1,2,276,0,1,83,298,22,21,276,61
"277",277,"a","black","8","oe,a,ae,ing,s,d,p,t",24,"no",NA,1,NA,61,2,13,NA,15,604,1,2,277,0,1,97,370,93,92,277,61
"278",278,"ae","black","8","oe,a,ae,ing,s,d,p,t",25,"no",NA,1,NA,61,3,13,NA,16,604,1,2,278,0,1,101,314,36,35,278,61
"279",279,"ing","black","8","oe,a,ae,ing,s,d,p,t",21,"no",NA,1,NA,61,4,13,NA,17,604,1,2,279,0,1,79,332,53,52,279,61
"280",280,"s","black","8","oe,a,ae,ing,s,d,p,t",15,"no",NA,1,NA,61,5,13,NA,18,604,1,2,280,0,1,53,321,41,40,280,61
"281",281,"d","black","8","oe,a,ae,ing,s,d,p,t",23,"no",NA,1,NA,61,6,13,NA,19,604,1,2,281,0,1,89,291,10,9,281,61
"282",282,"p","black","8","oe,a,ae,ing,s,d,p,t",13,"no",NA,1,NA,61,7,13,NA,20,604,1,2,282,0,1,43,312,30,29,282,61
"283",283,"t","black","8","oe,a,ae,ing,s,d,p,t",16,"no",NA,1,NA,61,8,13,NA,21,604,1,2,283,0,1,59,297,14,13,283,61
"284",284,"c","black","4","c,r,th,ia",5,"no",NA,1,NA,62,1,13,NA,22,136,1,3,284,0,1,13,328,44,43,284,62
"285",285,"r","black","4","c,r,th,ia",4,"no",NA,1,NA,62,2,13,NA,23,136,1,3,285,0,1,11,288,3,2,285,62
"286",286,"th","black","4","c,r,th,ia",2,"no",NA,1,NA,62,3,13,1,24,136,1,3,286,0,1,5,292,6,5,286,62
"287",287,"ia","black","4","c,r,th,ia",27,"no",NA,1,NA,62,4,14,NA,25,136,1,3,287,0,2,107,373,86,85,287,62
"288",288,"r","black","6","r,b,o,d,th,f",4,"no",NA,1,NA,63,1,14,NA,26,175,1,4,288,0,2,11,305,17,16,288,63
"289",289,"b","black","6","r,b,o,d,th,f",17,"no",NA,1,NA,63,2,14,NA,27,175,1,4,289,0,2,61,329,40,39,289,63
"290",290,"o","black","6","r,b,o,d,th,f",3,"no",NA,1,NA,63,3,14,NA,28,175,1,4,290,0,2,7,302,12,11,290,63
"291",291,"d","black","6","r,b,o,d,th,f",23,"no",NA,1,NA,63,4,14,NA,29,175,1,4,291,0,2,89,422,131,130,291,63
"292",292,"th","black","6","r,b,o,d,th,f",2,"no",NA,1,NA,63,5,14,NA,30,175,1,4,292,0,2,5,340,48,47,292,63
"293",293,"f","black","6","r,b,o,d,th,f",0,"no",NA,1,NA,63,6,14,NA,31,175,1,4,293,0,2,2,300,7,6,293,63
"294",294,"y","black","4","y,x,i,t",26,"no",NA,1,NA,64,1,14,NA,32,240,1,5,294,0,2,103,319,25,24,294,64
"295",295,"x","black","4","y,x,i,t",14,"no",NA,1,NA,64,2,14,NA,33,240,1,5,295,0,2,47,355,60,59,295,64
"296",296,"i","black","4","y,x,i,t",10,"no",NA,1,NA,64,3,14,NA,34,240,1,5,296,0,2,31,299,3,2,296,64
"297",297,"t","black","4","y,x,i,t",16,"no",4,1,NA,64,4,14,NA,35,240,1,5,297,0,2,59,390,93,92,297,64
"298",298,"oe","black","2","oe,i",22,"no",NA,1,NA,65,1,14,NA,36,114,1,6,298,0,2,83,307,9,8,298,65
"299",299,"i","black","2","oe,i",10,"no",NA,1,NA,65,2,14,NA,37,114,1,6,299,0,2,31,400,101,100,299,65
"300",300,"f","black","3","f,l,o",0,"no",NA,1,NA,66,1,14,NA,38,82,1,7,300,0,2,2,303,3,2,300,66
"301",301,"l","black","3","f,l,o",20,"no",NA,1,NA,66,2,14,NA,39,82,1,7,301,0,2,73,322,21,20,301,66
"302",302,"o","black","3","f,l,o",3,"no",NA,1,NA,66,3,14,NA,40,82,1,7,302,0,2,7,306,4,3,302,66
"303",303,"f","black","2","f,ea",0,"no",NA,1,NA,67,1,14,NA,41,111,1,8,303,0,2,2,346,43,42,303,67
"304",304,"ea","black","2","f,ea",28,"no",NA,1,NA,67,2,14,NA,42,111,1,8,304,0,2,109,337,33,32,304,67
"305",305,"r","black","9","r,o,oe,m,h,m,g,p,h",4,"no",NA,1,NA,68,1,14,NA,43,349,1,9,305,0,2,11,381,76,75,305,68
"306",306,"o","black","9","r,o,oe,m,h,m,g,p,h",3,"no",NA,1,NA,68,2,14,NA,44,349,1,9,306,0,2,7,317,11,10,306,68
"307",307,"oe","black","9","r,o,oe,m,h,m,g,p,h",22,"no",NA,1,NA,68,3,14,NA,45,349,1,9,307,0,2,83,320,13,12,307,68
"308",308,"m","black","9","r,o,oe,m,h,m,g,p,h",19,"no",NA,1,NA,68,4,14,NA,46,349,1,9,308,0,2,71,310,2,1,308,68
"309",309,"h","black","9","r,o,oe,m,h,m,g,p,h",8,"no",NA,1,NA,68,5,14,1,47,349,1,9,309,0,2,23,313,4,3,309,68
"310",310,"m","black","9","r,o,oe,m,h,m,g,p,h",19,"no",NA,1,NA,68,6,15,NA,48,349,1,9,310,0,3,71,443,133,132,310,68
"311",311,"g","black","9","r,o,oe,m,h,m,g,p,h",6,"no",NA,1,NA,68,7,15,NA,49,349,1,9,311,0,3,17,324,13,12,311,68
"312",312,"p","black","9","r,o,oe,m,h,m,g,p,h",13,"no",NA,1,NA,68,8,15,NA,50,349,1,9,312,0,3,43,353,41,40,312,68
"313",313,"h","black","9","r,o,oe,m,h,m,g,p,h",8,"no",NA,1,NA,68,9,15,NA,51,349,1,9,313,0,3,23,315,2,1,313,68
"314",314,"ae","black","6","ae,h,n,o,h,y",25,"no",NA,1,NA,69,1,15,NA,52,286,1,10,314,0,3,101,325,11,10,314,69
"315",315,"h","black","6","ae,h,n,o,h,y",8,"no",NA,1,NA,69,2,15,NA,53,286,1,10,315,0,3,23,318,3,2,315,69
"316",316,"n","black","6","ae,h,n,o,h,y",9,"no",NA,1,NA,69,3,15,NA,54,286,1,10,316,0,3,29,323,7,6,316,69
"317",317,"o","black","6","ae,h,n,o,h,y",3,"no",NA,1,NA,69,4,15,NA,55,286,1,10,317,0,3,7,341,24,23,317,69
"318",318,"h","black","6","ae,h,n,o,h,y",8,"no",NA,1,NA,69,5,15,NA,56,286,1,10,318,0,3,23,389,71,70,318,69
"319",319,"y","black","6","ae,h,n,o,h,y",26,"no",NA,1,NA,69,6,15,NA,57,286,1,10,319,0,3,103,326,7,6,319,69
"320",320,"oe","black","3","oe,s,l",22,"no",NA,1,NA,70,1,15,NA,58,209,1,11,320,0,3,83,327,7,6,320,70
"321",321,"s","black","3","oe,s,l",15,"no",NA,1,NA,70,2,15,NA,59,209,1,11,321,0,3,53,361,40,39,321,70
"322",322,"l","black","3","oe,s,l",20,"no",NA,1,NA,70,3,15,NA,60,209,1,11,322,0,3,73,330,8,7,322,70
"323",323,"n","black","2","n,g",9,"no",NA,1,NA,71,1,15,NA,61,46,1,12,323,0,3,29,351,28,27,323,71
"324",324,"g","black","2","n,g",6,"no",NA,1,NA,71,2,15,NA,62,46,1,12,324,0,3,17,358,34,33,324,71
"325",325,"ae","black","2","ae,y",25,"no",NA,1,NA,72,1,15,NA,63,204,1,13,325,0,3,101,335,10,9,325,72
"326",326,"y","black","2","ae,y",26,"no",NA,1,NA,72,2,15,NA,64,204,1,13,326,0,3,103,344,18,17,326,72
"327",327,"oe","black","5","oe,c,b,l,j",22,"no",NA,1,NA,73,1,15,NA,65,267,1,14,327,0,3,83,334,7,6,327,73
"328",328,"c","black","5","oe,c,b,l,j",5,"no",NA,1,NA,73,2,15,NA,66,267,1,14,328,0,3,13,345,17,16,328,73
"329",329,"b","black","5","oe,c,b,l,j",17,"no",NA,1,NA,73,3,15,NA,67,267,1,14,329,0,3,61,342,13,12,329,73
"330",330,"l","black","5","oe,c,b,l,j",20,"no",NA,1,NA,73,4,15,NA,68,267,1,14,330,0,3,73,333,3,2,330,73
"331",331,"j","black","5","oe,c,b,l,j",11,"no",NA,1,NA,73,5,15,NA,69,267,1,14,331,0,3,37,336,5,4,331,73
"332",332,"ing","black","3","ing,l,oe",21,"no",NA,1,NA,74,1,15,1,70,235,1,15,332,0,3,79,365,33,32,332,74
"333",333,"l","black","3","ing,l,oe",20,"no",NA,1,NA,74,2,16,NA,71,235,1,15,333,0,4,73,349,16,15,333,74
"334",334,"oe","black","3","ing,l,oe",22,"no",NA,1,NA,74,3,16,NA,72,235,1,15,334,0,4,83,343,9,8,334,74
"335",335,"ae","black","4","ae,j,ea,w",25,"no",NA,1,NA,75,1,16,NA,73,266,1,16,335,0,4,101,350,15,14,335,75
"336",336,"j","black","4","ae,j,ea,w",11,"no",NA,1,NA,75,2,16,NA,74,266,1,16,336,0,4,37,348,12,11,336,75
"337",337,"ea","black","4","ae,j,ea,w",28,"no",NA,1,NA,75,3,16,NA,75,266,1,16,337,0,4,109,339,2,1,337,75
"338",338,"w","black","4","ae,j,ea,w",7,"no",NA,1,NA,75,4,16,NA,76,266,1,16,338,0,4,19,396,58,57,338,75
"339",339,"ea","black","3","ea,th,o",28,"no",NA,1,NA,76,1,16,NA,77,121,1,17,339,0,4,109,405,66,65,339,76
"340",340,"th","black","3","ea,th,o",2,"no",NA,1,NA,76,2,16,NA,78,121,1,17,340,0,4,5,352,12,11,340,76
"341",341,"o","black","3","ea,th,o",3,"no",NA,1,NA,76,3,16,NA,79,121,1,17,341,0,4,7,368,27,26,341,76
"342",342,"b","black","3","b,oe,y",17,"no",NA,1,NA,77,1,16,NA,80,247,1,18,342,0,4,61,386,44,43,342,77
"343",343,"oe","black","3","b,oe,y",22,"no",NA,1,NA,77,2,16,NA,81,247,1,18,343,0,4,83,356,13,12,343,77
"344",344,"y","black","3","b,oe,y",26,"no",NA,1,NA,77,3,16,NA,82,247,1,18,344,0,4,103,388,44,43,344,77
"345",345,"c","black","4","c,f,c,j",5,"no",NA,1,NA,78,1,16,NA,83,65,1,19,345,0,4,13,347,2,1,345,78
"346",346,"f","black","4","c,f,c,j",0,"no",NA,1,NA,78,2,16,NA,84,65,1,19,346,0,4,2,360,14,13,346,78
"347",347,"c","black","4","c,f,c,j",5,"no",NA,1,NA,78,3,16,NA,85,65,1,19,347,0,4,13,384,37,36,347,78
"348",348,"j","black","4","c,f,c,j",11,"no",NA,1,NA,78,4,16,NA,86,65,1,19,348,0,4,37,398,50,49,348,78
"349",349,"l","black","2","l,ae",20,"no",NA,1,NA,79,1,16,NA,87,174,1,20,349,0,4,73,393,44,43,349,79
"350",350,"ae","black","2","l,ae",25,"no",4,1,NA,79,2,16,NA,88,174,1,20,350,0,4,101,363,13,12,350,79
"351",351,"n","black","1","n",9,"no",NA,1,NA,80,1,16,NA,89,29,1,21,351,0,4,29,401,50,49,351,80
"352",352,"th","black","2","th,p",2,"no",NA,1,NA,81,1,16,NA,90,48,1,22,352,0,4,5,375,23,22,352,81
"353",353,"p","black","2","th,p",13,"no",NA,1,NA,81,2,16,1,91,48,1,22,353,0,4,43,359,6,5,353,81
"354",354,"u","black","2","u,x",1,"no",NA,1,NA,82,1,17,NA,92,50,1,23,354,0,5,3,425,71,70,354,82
"355",355,"x","black","2","u,x",14,"no",NA,1,NA,82,2,17,NA,93,50,1,23,355,0,5,47,357,2,1,355,82
"356",356,"oe","black","3","oe,x,g",22,"no",NA,1,NA,83,1,17,NA,94,147,1,24,356,0,5,83,364,8,7,356,83
"357",357,"x","black","3","oe,x,g",14,"no",NA,1,NA,83,2,17,NA,95,147,1,24,357,0,5,47,391,34,33,357,83
"358",358,"g","black","3","oe,x,g",6,"no",NA,1,NA,83,3,17,NA,96,147,1,24,358,0,5,17,371,13,12,358,83
"359",359,"p","black","6","p,f,s,eo,ae,oe",13,"no",NA,1,NA,84,1,17,NA,97,323,1,25,359,0,5,43,366,7,6,359,84
"360",360,"f","black","6","p,f,s,eo,ae,oe",0,"no",NA,1,NA,84,2,17,NA,98,323,1,25,360,0,5,2,399,39,38,360,84
"361",361,"s","black","6","p,f,s,eo,ae,oe",15,"no",NA,1,NA,84,3,17,NA,99,323,1,25,361,0,5,53,385,24,23,361,84
"362",362,"eo","black","6","p,f,s,eo,ae,oe",12,"no",NA,1,NA,84,4,17,NA,100,323,1,25,362,0,5,41,367,5,4,362,84
"363",363,"ae","black","6","p,f,s,eo,ae,oe",25,"no",NA,1,NA,84,5,17,NA,101,323,1,25,363,0,5,101,372,9,8,363,84
"364",364,"oe","black","6","p,f,s,eo,ae,oe",22,"no",NA,1,NA,84,6,17,NA,102,323,1,25,364,0,5,83,379,15,14,364,84
"365",365,"ing","black","6","ing,p,eo,o,e,a",21,"no",NA,1,NA,85,1,17,NA,103,334,1,26,365,0,5,79,374,9,8,365,85
"366",366,"p","black","6","ing,p,eo,o,e,a",13,"no",NA,1,NA,85,2,17,NA,104,334,1,26,366,0,5,43,377,11,10,366,85
"367",367,"eo","black","6","ing,p,eo,o,e,a",12,"no",NA,1,NA,85,3,17,NA,105,334,1,26,367,0,5,41,387,20,19,367,85
"368",368,"o","black","6","ing,p,eo,o,e,a",3,"no",NA,1,NA,85,4,17,NA,106,334,1,26,368,0,5,7,376,8,7,368,85
"369",369,"e","black","6","ing,p,eo,o,e,a",18,"no",NA,1,NA,85,5,17,NA,107,334,1,26,369,0,5,67,392,23,22,369,85
"370",370,"a","black","6","ing,p,eo,o,e,a",24,"no",NA,1,NA,85,6,17,NA,108,334,1,26,370,0,5,97,378,8,7,370,85
"371",371,"g","black","6","g,ae,ia,ing,th,o",6,"no",NA,1,NA,86,1,17,NA,109,316,1,27,371,0,5,17,395,24,23,371,86
"372",372,"ae","black","6","g,ae,ia,ing,th,o",25,"no",NA,1,NA,86,2,17,NA,110,316,1,27,372,0,5,101,383,11,10,372,86
"373",373,"ia","black","6","g,ae,ia,ing,th,o",27,"no",NA,1,NA,86,3,17,NA,111,316,1,27,373,0,5,107,402,29,28,373,86
"374",374,"ing","black","6","g,ae,ia,ing,th,o",21,"no",NA,1,NA,86,4,17,NA,112,316,1,27,374,0,5,79,382,8,7,374,86
"375",375,"th","black","6","g,ae,ia,ing,th,o",2,"no",NA,1,NA,86,5,17,NA,113,316,1,27,375,0,5,5,380,5,4,375,86
"376",376,"o","black","6","g,ae,ia,ing,th,o",3,"no",NA,1,NA,86,6,17,1,114,316,1,27,376,0,5,7,408,32,31,376,86
"377",377,"p","black","7","p,a,oe,th,r,ing,ae",13,"no",NA,1,NA,87,1,18,NA,115,419,1,28,377,0,6,43,452,75,74,377,87
"378",378,"a","black","7","p,a,oe,th,r,ing,ae",24,"no",NA,1,NA,87,2,18,NA,116,419,1,28,378,0,6,97,444,66,65,378,87
